Artista,Biografia,Listeners,Playcount,Artistas Similares
Blackshape,"BLACKSHAPE is an instrumental, post-mathcore band from Salt Lake City, UT. Their forthcoming debut album, recorded and co-produced by the legendary Matt Goldman (The Chariot, Underoath, Silent Planet), is a study in maximalism—written and recorded as one continuous loop, the record plunges listeners into a complex journey of heavy, beautiful math. <a href=""https://www.last.fm/music/Blackshape"">Read more on Last.fm</a>",19229,163488,"Shy, Low"
Boil,"There are 2 groups with the name “Boil”

1. Danish Metal Band (2004 - 2013)
2. Indie Rock solo project of Connor Boyle, Chicago musician formally of AKA Foxy (2011 - present)


1. 
Biography
Based in Aarhus, Denmark, the progrock band BOIL plays an ambitious style of progressive rock and metal that balances on the delicate edge of melodic catchiness, intricacy and complexity. With the 5 members drawing from widely different influences, the unique mixture contains elements of both polyrhythmic modern metal <a href=""https://www.last.fm/music/Boil"">Read more on Last.fm</a>",10477,161027,Moving Atlas
Seer,"There are multiple bands going by this name, a NY rock band, an Austrian pop band, a Canadian post-hardcore band and a Canadian doom metal band.

1) Starting as a reunion of childhood friends Eric Zirlinger (vocals, guitar, keyboard), Wayne Silver (lead guitar), and Michael Denton (drums), SEER officially formed in late 2003 with the addition of Paul Komsic (bass). The foursome began writing and rehearsing five nights a week in a small, rundown rehearsal studio in Long Island, New York. <a href=""https://www.last.fm/music/Seer"">Read more on Last.fm</a>",13681,143884,Stefanie Werger
Couch Slut,"Punishing noise-rock drenched in fuzz, with a little tip of the hat to some metals, some hardcore and all that furious sex danger love action the kids love so goddamned much. 

Couch Slut are a five-piece hailing from New York City, hailed by L-Magazine as “Best New Heaviness” in their 2014 best-of-Brooklyn awards. Noted for their scathing, bowel-rattling, anxiety-inducing live performances, Couch Slut are a band that has finally embraced the angular <a href=""https://www.last.fm/music/Couch+Slut"">Read more on Last.fm</a>",18501,263925,Inter Arma
MODDER,"MODDER IS:
Mathlovsky - Guitars
Gregory Simons - Drums
Maurice van der Es - Bass
Simon Felix - Electronics
2022 Jamal Talibi - Guitars
2020-2021 Maxime Rouquart - Guitars <a href=""https://www.last.fm/music/MODDER"">Read more on Last.fm</a>",1338,12041,
I Wish We Were Robots,"I Wish We Were Robots is a Metalcore band from Sacramento, California. The band was formed in February 2009 by Anthony Pellerin (Guitar), Geoff Eckert (Drums), Chris Bishop (Bass), Ryan Frost (Guitar and Clean Vox) and Kyle Gilbert (Scream Vox). The band's first release; a self recorded, self titled EP was released in April 2009.

This first release showcased the bands potential and helped them tour regionally opening up for national acts such as Whitechapel, For The Fallen Dreams, Molotov Solution and many others. <a href=""https://www.last.fm/music/I+Wish+We+Were+Robots"">Read more on Last.fm</a>",1920,18988,Chasing Safety
ONE OK ROCK,"ONE OK ROCK is a Japanese Rock band formed in the summer of 2005. It was started by Toru with High School friends Alex and Ryota after each of them got their musical instruments. After that, Taka joined as their vocalist and they focused on performing shows in the Tokyo area.

In 2006 they independently released 2 mini albums. Because of their albums sales, their participation in relatively large festivals that summer and their energetic shows in the outskirts of Tokyo, they were noticed by a foreign record company. <a href=""https://www.last.fm/music/ONE+OK+ROCK"">Read more on Last.fm</a>",471188,38053782,MY FIRST STORY
Godsmack,"Godsmack is a hard rock/alternative metal band from Lawrence, Massachusetts, United States which formed in 1995. The band comprises founder, frontman and songwriter Sully Erna, guitarist Tony Rombola, bassist Robbie Merrill, and drummer Shannon Larkin. Since its formation, Godsmack has released seven studio albums, one EP, four DVDs, and one greatest hits collection. The band's latest album, ""When Legends Rise"", was released on April 27, 2018.

The band has three #1 albums (Faceless <a href=""https://www.last.fm/music/Godsmack"">Read more on Last.fm</a>",1797594,47018164,Disturbed
Jason Richardson,"Jason Richardson is an American lead guitarist, His solo album ""I"" was released on 29th, July, 2016.
His earlier career : 
Lead guitarist for All Shall Perish (2009-2010)
Lead guitarist for Born of Osiris (2010-2011)
Lead guitarist for Chelsea Grin (2012-2015)
 <a href=""https://www.last.fm/music/Jason+Richardson"">Read more on Last.fm</a>",41666,559670,Vitalism
Sincerely,"Christian Bridges (Guitar)
Bradley Lockhart (Bass)

Sincerely is a groovy, instrumental, math-rock band from Detroit, Michigan, with roots in post-hardcore.

Their debut EP, Sweet Talk, dropped in 2017, featuring instantly catchy tunes with lasting appeal, like “King Weather” and “Mermaid Mansion.” The five-song release quickly put them on the radar with indie and underground music groups, gaining attention on the local music scene and online through social media and forums. <a href=""https://www.last.fm/music/Sincerely"">Read more on Last.fm</a>",23966,184423,Lilac Kings
We Came As Romans,"We Came as Romans (often abbreviated as WCAR) is an American metalcore band from Troy, Michigan. Formed in 2005, the band has undergone one name change and multiple line-up changes. In 2016, they signed with SharpTone Records after being part of the Equal Vision Records roster since 2009.

The band has released six studio albums:
To Plant a Seed (2009)
Understanding What We've Grown to Be (2011)
Tracing Back Roots (2013)
We Came as Romans (2015)
Cold Like War (2017) <a href=""https://www.last.fm/music/We+Came+As+Romans"">Read more on Last.fm</a>",706648,22428025,
Stone Broken,"Stone Broken are a 4-piece hard rock band from Walsall, UK.
Formed in late 2013 from the fragments of 2 local bands, Rich, Kieron, Chris & Robyn, have formed a dynamic outfit that delivers a BIG chunky rock sound with huge choruses.
 
They self-released their debut EP – The Crow Flies – in 2014, with the video for Let Me Go achieving cult status in the UK with over 20,000 plays.
 Stone Broken signed a management deal with Peter Keevil of TMR Band Management in October 2015. <a href=""https://www.last.fm/music/Stone+Broken"">Read more on Last.fm</a>",17758,183653,Those Damn Crows
Tungsten,"TUNGSTEN could refer to a number of different artists:

Tungsten is a Swedish power metal band formed by ex-HammerFall drummer Anders Johansson and his two sons.

Anders founded the band in 2016, together with his son Nick and Karl Johansson. The idea for creating a band together arose, after Anders listened to metal music that his sons created, which he enjoyed, eventually leading into the bands formation.Tungsten was later joined by Swedish vocalist Mike Andersson, following which the recording of their first album started. <a href=""https://www.last.fm/music/Tungsten"">Read more on Last.fm</a>",31481,549317,Bloodbound
Honour Crest,"With fast paced beats and an electronica-hardcore hybrid that blends seamlessly, Honour Crest creates a new epic sound that is unmistakably their own.

https://www.facebook.com/honourcrest

debut album 'Spilled Ink' coming Dec 10th 2013 through Rise Records. <a href=""https://www.last.fm/music/Honour+Crest"">Read more on Last.fm</a>",7113,112273,City in the Sea
The Animal In Me,"The Animal In Me's single ""I Created A Monster"" have been receiving warm reviews from fans and critics alike.Armed with a fresh take on a genre that is over saturated with cookie-cutter bands, fans are demanding and eager for the release of TAIM's debut EP produced by Tom Denney (A Day To Remember/Secrets /For The Fallen Dreams) at Diamond Studios in Ocala, Florida.
 
The band gained serious momentum in the summer of 2012. Outerloop Management and <a href=""https://www.last.fm/music/The+Animal+In+Me"">Read more on Last.fm</a>",68055,1383350,"Whether, I"
Before You Fall,"Before You Fall was post-hardcore band from Auburn/Sacramento, California, United States.

Members:
Justin Haskin - Vocals
Jesse Wright - Guitar/Programming/Vocals
Aaron Pauline - Guitar/Vocals
Ty Retallack - Bass
Calvin Kelley - Drums/Clean Vocals (Died at the age of 21 / Rest In Peace)
Jake Drummond - Bass

facebook.com/beforeyoufallmusic
myspace.com/beforeyoufall
beforeyoufall.bandcamp.com

2010-2015

Before You Fall
8 December 2015  · 
A little <a href=""https://www.last.fm/music/Before+You+Fall"">Read more on Last.fm</a>",5709,58157,Above the Broken
Sentinels,"There are at least  two bands with the name of Sentinels: 
1) Sentinels makes music inspired by a decade of listening to the London pirate radio waves. Operating outside of the confines of any particular genre, but inspired by UK Garage, House and soulful Funky, Hardcore and Dubstep. He hates souless wobble music.

2) Sentinels is a 4-piece Progressive Metalcore / Djent band from Somerset - New Jersey. Members: Kenny Stroh – Vocals, Chris Dombrowski – Guitars, Danny Cruz – Bass, Dave Rucki – Drums. <a href=""https://www.last.fm/music/Sentinels"">Read more on Last.fm</a>",25510,383291,Reflections
Hull,"There are two artists with the name Hull:

1) Brooklyn based quintet Hull creates a crushing progressive sludge as if a heavier, more grimy blend of Baroness, Neurosis/Cult of Luna and Mastodon.  They inject a fusion of metal, progressive rock and post metal into the veins of their doom breathing creation in order to amass a mutated beast that is like nothing else out there.

A.Mack 
J.Stieber 
C.LaiettaV 
N.Palmirotto
S.B.Dunn 

Hulls first self released EP <a href=""https://www.last.fm/music/Hull"">Read more on Last.fm</a>",6267,67670,Batillus
Over,"Three bands use that name.

1) Over is a four piece post-punk/anarcho-punk/death rock band based out of Portland, Oregon. Over started in October 2016 in the age of creeping fascism with Lillian Void (Smoke Rings, Useless Eaters, Broken Spirit) and Justin Cory (Usnea, 1919) and quickly picked up members Andrew Grosse (Caravan Recordings, Billions and Billions) and Ruby Monet by December. Collective influences range from Doom to Shoegaze to Punk, with our most salient roots being in Anarcho-Punk and Post-Punk <a href=""https://www.last.fm/music/Over"">Read more on Last.fm</a>",6804,45894,Batboner
Exiting the Fall,"Exiting The Fall was a post-hardcore/metalcore band from Lynnfield/Boston, Massachusetts, United States.

Discography:
2015 - Bloodline
2013 - Windchaser
2011 - Parables
2009 - Beyond The Experience

Members:
Matt Vacaro - Vocals
Filipe Inacio - Guitar
Kevin Klein - Vocals, guitar
DJ Williams - Bass
Jon Miller - Drums

facebook.com/exitingthefall
exitingthefallband.bandcamp.com
exitingthefall.bandcamp.com
reverbnation.com/exitingthefall
twitter.com/exitingthefall
youtube.com/user/ExitingTheFallBand/videos
myspace.com/exitingthefall

[2008-2015] <a href=""https://www.last.fm/music/Exiting+the+Fall"">Read more on Last.fm</a>",1583,19739,
Brother.,"Brother. is a indie-rock band based out of Provo, Utah.  <a href=""https://www.last.fm/music/Brother."">Read more on Last.fm</a>",9766,47389,Blue Canopy
Naut,"There are two artists sharing the name Naut: 1) a British post-punk band (which is currently active); 2) a Danish pop band (which has now split up);

1) Naut are a post-punk band from Bristol. Their debut EP 'Raise the Lights' is due out in Spring 2018.

2) Naut was a danish band, primarily consisting of frontman Rasmus Olsen. They released their debut album ""Traffic Island"" in 2005. It was a solid pop record, but didn't get much attention. <a href=""https://www.last.fm/music/Naut"">Read more on Last.fm</a>",2939,25268,The Waning Moon
Lower Definition,"Lower Definition is a post-hardcore band from San Diego, California, United States who started out in 2001/2002.

In the midst of a bustling San Diego music scene, Lower Definition had managed to stay on top of the pile playing for packed crowds at nearly every show. Having been invited to play with bands ranging from Angels & Airwaves to Atreyu and tours such as The Vans Warped Tour and The Taste of Chaos, they established themselves as a force to be reckoned with. <a href=""https://www.last.fm/music/Lower+Definition"">Read more on Last.fm</a>",57600,1700085,Of Machines
Wyldlife,"The year was 1979 and Wyldlife, then just shy of 21, were enjoying a post-rehearsal slice of pizza together down in the Lower East Side. A game of Time Warp pinball sounded like the perfect post-lunch treat, but when Russ (drums), Samm (guitar), Spencer (bass) and Dave (vocals) all inserted the quarter at the same time, they were instantly transported to the year 2010!

 Arriving in the 21st century was a bit of a shock for the leather jacket-clad garage quartet. <a href=""https://www.last.fm/music/Wyldlife"">Read more on Last.fm</a>",8393,105469,The White Wires
Wilmette,"Emo Pop-Punk from Sleepy Hollow, IL

https://www.facebook.com/wilmetteIL/ <a href=""https://www.last.fm/music/Wilmette"">Read more on Last.fm</a>",15787,196284,Belmont
Cro-Mags,"The Cro-Mags are a hardcore/metal band from New York City, NY, formed in 1982. The band, which had a strong cult following, released many records, their first two considered the most influential. They were among the first bands to fuse hardcore punk with heavy metal/thrash metal and were associated with the birth of a tougher attitude within the hardcore scene in the late 1980s. They were also one of the first bands associated with the Hare Krishna movement. <a href=""https://www.last.fm/music/Cro-Mags"">Read more on Last.fm</a>",162042,4401071,Killing Time
Primitive Man,"Primitive Man is a blackened sludge metal/doom metal band formed in February 2012 and features Ben Kennedy on Drums, Ethan Lee McCarthy on vocals and guitar (Clinging to the Trees of a Forest Fire, Death of Self) and Jonathan Campos on bass (Reproacher). 

Their debut full length Scorn was released in 2013, followed by Caustic in 2017 and Immersion in 2020. In 2022 they released Insurmountable, followed by Suffocating Hallucination in 2023.
The band also released a number of EPs, singles and splits. <a href=""https://www.last.fm/music/Primitive+Man"">Read more on Last.fm</a>",53167,945620,Body Void
Gravel Switch,"Influences	Chevelle, Fuel, Cavo, Zeppelin, TOOL, Breaking Benjamin, AC/DC, Shinedown, Theory Of A Deadman, Velvet Revolver, Randy Rhodes, Zaak Wylde, Dark New Day, Saving Abel, Seven Mary Three, Nickleback, Silverchair, ....come to think of it; who aren't we influenced by?......
Sounds Like	Down south, homegrown, heavy music with a melody that holds it standards with todays modern rock scene mixed with 4 guys out to put on a kickass show while having a good time doin' it... <a href=""https://www.last.fm/music/Gravel+Switch"">Read more on Last.fm</a>",7066,60485,Sons Not Beggars
RVNT," <a href=""https://www.last.fm/music/RVNT"">Read more on Last.fm</a>",13037,67238,QuietKind
jxdn,"Born Jaden Hossler, in Dallas, TX, jxdn struggled to find his voice in high school as an outsider. In 2018, he took control and developed a presence online through a consistent stream of engaging and clever content. He quietly exploded on Tik Tok, attracting 9.3 million followers and 283.8 million likes. After witnessing an arena show by the late Juice WRLD, he dove headfirst into music and unleashed his independent debut single “Comatose.” The <a href=""https://www.last.fm/music/jxdn"">Read more on Last.fm</a>",304205,9276370,MOD SUN
Softcult,"Softcult is siblings Mercedes  (guitar/vocals) and Phoenix (drums/vocals/production) Arn-Horn. The band began dropping single tracks in early 2021, and released their first EP, Year Of The Rat, on April 16, 2021.

Citing Bikini Kill as a major influence, the band takes the ethos of the riot grrrl movement and mixes it with shoegaze, grunge, and dreampop influences. Squarely feminist, the music addresses endemic issues of abuse, assault, harassment, misogyny, and social and gender norms as well as mental health. <a href=""https://www.last.fm/music/Softcult"">Read more on Last.fm</a>",173098,2300281,Teenage Wrist
Rival Waves,"Rival Waves is a rock band from Austin, Texas, fusing elements of alternative, grunge, indie, and permanent wave to craft powerful anthems wrapped in a vibrant, driving punk intensity. With a unique sonic aesthetic marrying the musical snarl of early Foo Fighters, the earnest, politically-charged lyricism of The Clash, and the distortion-soaked, indie sensibilities of Cloud Nothings, the band’s cathartic energy and lyrical volition serve to bridge the emotional connection between art and audience. <a href=""https://www.last.fm/music/Rival+Waves"">Read more on Last.fm</a>",958,117488,Filthy Soup
Rival Sons,"
Rival Sons is an American rock band from Long Beach, California. Formed in 2009 from the ashes of Scott Holiday’s previous band The Black Summer Crush that featured vocalist Thomas Flowers (Oleander), Michael Miley, and Robin Everhart. Rival Sons was born when Jay Buchanan was persuaded to try playing rock'n'roll and re-record ‘Before The Fire’. The band currently features bassist Dave Beste after Robin Everhart left in August 2013. Signed to Earache Records the band released their fifth studio album titled Hollow Bones on June 10th <a href=""https://www.last.fm/music/Rival+Sons"">Read more on Last.fm</a>",324215,7694407,The Temperance Movement
Mike Shinoda,"Michael Kenji Shinoda (born February 11, 1977) is an American musician, songwriter, rapper, singer, record producer and graphic designer. He co-founded Linkin Park in 1996 and is the band's rhythm guitarist, primary songwriter, keyboardist, producer, and lead vocalist. Shinoda later created a hip-hop-driven side project, Fort Minor, in 2004. He served as a producer for tracks and albums by Lupe Fiasco, Styles of Beyond and The X-Ecutioners.

Shinoda is also the co-founder of Machine Shop Records, a California-based record label. <a href=""https://www.last.fm/music/Mike+Shinoda"">Read more on Last.fm</a>",365320,6947936,Linkin Park
Highly Suspect,"A rock music trio from Massachusetts that started in 2009 as a cover band. Since their formation they have played over 800 live shows, and have released five full length albums, their self-titled album Highly Suspect (2011), Mister Asylum (2015), The Boy Who Died Wolf (2016),  MCID (2019) and The Midnight Demon Club (2022).

In addition to this, they've released three EPs: The Gang Lion EP (2010), The Worst Humans (2012), Black Ocean EP (2013). <a href=""https://www.last.fm/music/Highly+Suspect"">Read more on Last.fm</a>",352274,8566653,Cleopatrick
Embers In Ashes,"While piercing arena melodies, fiery electric riffs and hard-hitting beats build the foundation of Birmingham-based Embers In Ashes' signature sound, it's the raw honesty of the rockers' pull-no-punches message that brings their full-length sophomore set, Killers & Thieves, into perspective; a potent combo in communicating the power--and Hope--of the Gospel to a hungry generation.

Since its inception in 2010, the kinetic quintet has released two projects <a href=""https://www.last.fm/music/Embers+In+Ashes"">Read more on Last.fm</a>",2693,30395,Love Like Gravity
Amyst,"Amyst is a post-hardcore band from Philadelphia, Pennsylvania, United States. The band started out in 2008.

The dream of spending ones life on the road and sharing their music with the world brought together musicians from 3 different continents. After moving to the United States at a young age, Ukrainian born brothers Pavlo and Vasil Fenik started chasing this dream in late 2008 when they created Amyst and began writing and recording for their first EP by themselves. <a href=""https://www.last.fm/music/Amyst"">Read more on Last.fm</a>",21571,274530,His Statue Falls
Omnerod,"Omnerod is a progressive death metal band from Brussels, Belgium.

Members:
- Pablo Schwilden Diaz (drums)
- Romain Jeuniaux (guitars and vocals) <a href=""https://www.last.fm/music/Omnerod"">Read more on Last.fm</a>",2686,50541,The Anchoret
Wolves At The Gate,"Wolves At The Gate is a post-hardcore band that originated from Cedarville, Ohio, United States. 

Formed in 2008, they are currently signed to Solid State Records, where the band has released four EPs: ""We Are the Ones"" (2011), ""Back to School"" (2013), ""Reprise"" (2015), and ""Dawn"" (2020), five full-length albums: ""Captors"" (2012), ""VxV"" (2014), ""Types & Shadows"" (2016), ""Eclipse"" (2019), ""Eulogies"" (2022), and three Christmas singles over the years. <a href=""https://www.last.fm/music/Wolves+At+The+Gate"">Read more on Last.fm</a>",79559,2617594,
Liars,"Liars is an experimental electro/rock band formed in 2000. Australian-born Angus Andrew is the founding and only constant member with Aaron Hemphill (percussion, guitar, synth) leaving the project in 2017 and Julian Gross (drums) no longer is able to perform due to personal reasons. The band has released 8 studio albums since forming and remains one of the few bands still consistently active from the post-punk revival scene in New York of 2000s.
  <a href=""https://www.last.fm/music/Liars"">Read more on Last.fm</a>",520639,12825615,No Age
Rev Theory,"Rev Theory (formerly known as Revelation Theory) is an American hard rock band from North Andover, Massachusetts. Formed in 1997, they released their debut album, Truth Is Currency, on EMI subsidiary Element Records in 2005. They are currently signed to Interscope Records.

Revelation Theory's members first met in 1997 at Merrimack College in North Andover, and all moved to New York City in 2001 hoping for a career as a band.

In 2002, bassist Matty, a student at New York University, completed the quartet. <a href=""https://www.last.fm/music/Rev+Theory"">Read more on Last.fm</a>",467283,5844804,Art of Dying
Novelists,"1. Novelists (formerly known as Novelists FR) is a progressive metalcore band hailing from Paris, France. The band was founded in April 2013 and is currently signed to Out of Line Music.

The current lineup of Novelists consists of Florestan Durand on guitar, Amael Durand on drums, Nicolas Delestrade on bass guitar, and Pierre Danel on guitar, who joined the band in 2021. Previously, Charles-Henri Teule served as a guitarist from 2013 to 2018, while Matteo Gelsomino was the lead vocalist from 2013 to 2020 <a href=""https://www.last.fm/music/Novelists"">Read more on Last.fm</a>",74364,1694810,Novelists FR
Against The Sun," <a href=""https://www.last.fm/music/Against+The+Sun"">Read more on Last.fm</a>",3980,17159,Counting Wolves
Ra,"There are several artists with this name:
1. A rock band from California, United States
2. A psychedelic trance group from Norway
3. A post-punk band from Sweden
4. A dark metal/ambient project from Romania
5. An IDM artist from France
6. The electronic project of Ricardo Remédio
7. A jazz band from Noway
8. A hard rock band from Finland
9. A hardcore band from Massachusetts, United States 

1)  Musicality is the connective tissue binding and bridging Ra’s past to its present. <a href=""https://www.last.fm/music/Ra"">Read more on Last.fm</a>",205653,3096525,Tantric
The 307," <a href=""https://www.last.fm/music/The+307"">Read more on Last.fm</a>",15,52,
Brother Cane,"Brother Cane is an American hard rock band that released three albums in the 1990's. Brother Cane was formed in 1990 by singer/guitarist Damon Johnson and bassist Glenn Maxey. Joined by guitarist Roman Glick and drummer Scott Collier, the band released their debut album Brother Cane in 1993. After the departure of Maxey, Glick switched to bass while the band added a new guitarist David Anderson. Their sophomore album Seeds was released in 1995. The group disbanded shortly after the release of their final studio album Wishpool in 1998. <a href=""https://www.last.fm/music/Brother+Cane"">Read more on Last.fm</a>",39150,251618,Candlebox
Toothgrinder,"Toothgrinder was created in 2010 by a group of musicians wanting to hit the music scene with something broader and more inventive than had been previously done by each in the past. Toothgrinder resides in Asbury Park, NJ and has recently won Best Heavy Rock Band (2010,2011,2012,2013) and Best Drummer (2011,2013) by the Asbury Park Music Awards. <a href=""https://www.last.fm/music/Toothgrinder"">Read more on Last.fm</a>",47398,499698,Twelve Foot Ninja
Gazzoleen,"Gazzoleen was a nu-metal band from Belgium. They released one album called ""Tiny bears"" in 2001, of which a 'night edition' was released in 2003. They were signed to the label Seamview Records, which was discontinued by the end of 2004.

The vocalist from Gazzoleen is now the vocalist of a new band called My Raven. <a href=""https://www.last.fm/music/Gazzoleen"">Read more on Last.fm</a>",2364,47039,I TRIP
Maude Latour,"Maude Latour, 23, is an indie-pop artist from New York City. She graduated from Columbia University in New York City with a degree in philosophy and political science in 2022. 

After releasing her debut EP Starsick EP and a handful of singles, Latour signed to Warner Records, a deal which gave Latour the rights to her own masters. Her first single under Warner Records, Clean, was released in August 2021, followed by her second EP Strangers Forever EP in October <a href=""https://www.last.fm/music/Maude+Latour"">Read more on Last.fm</a>",229130,5115441,Ella Jane
All That Remains,"All That Remains is a Massachusetts, United States-based metalcore band. Originally established in 1998, the group is currently signed to Razor & Tie. Vocalist Philip Labonte was previously singer for the metal band Shadows Fall before he was replaced by Brian Fair. The band's debut album, Behind Silence And Solitude, was released in March 2002, prompting DigitalMetal.com to hail the group as ""one of the premier metalcore acts this side of the Atlantic. <a href=""https://www.last.fm/music/All+That+Remains"">Read more on Last.fm</a>",1008319,35149064,As I Lay Dying
Shim,"SHIM is a rock band from Seattle consisting of  Jeremy Crowe, Ragan Crowe, Mike Notter,
Micah Simler <a href=""https://www.last.fm/music/Shim"">Read more on Last.fm</a>",8612,73790,H.e.r.o.
The Relevance,"The Relevance is an experimental rock/pop/electronic concept from the United Kingdom. <a href=""https://www.last.fm/music/The+Relevance"">Read more on Last.fm</a>",119,510,fyaopo
The Ansible,"Members:

Greg Hinck - Guitars/Bass/Drums/Synth/Programming/Production
Derril King - Vocals/Lyrics/Inspiration

Biography: The Ansible is a musical project that documents our journeys into the frequency ether. These are the wavelengths we have returned with.

https://www.facebook.com/TheAnsibleTX/info?ref=page_internal
http://theansible.bandcamp.com/releases <a href=""https://www.last.fm/music/The+Ansible"">Read more on Last.fm</a>",3730,34383,RVNT
Marcus King,"Marcus King is an American singer, songwriter, and guitarist. He also fronts The Marcus King Band.  <a href=""https://www.last.fm/music/Marcus+King"">Read more on Last.fm</a>",97269,910642,Tedeschi Trucks Band
