Artista,Biografia,Listeners,Playcount,Artistas Similares
Iggy Azalea,"Amethyst Amelia Kelly, known professionally as Iggy Azalea, is an Australian rapper. At the age of 16, Azalea moved from Australia to the United States in order to pursue a career in music. Azalea earned public recognition after releasing the music videos for her songs ""Pussy"" and ""Two Times"" on YouTube, both of which gained rapid popularity. Azalea shortly after released her debut mixtape, Ignorant Art (2011), and subsequently signed a recording contract with American rapper T.I.'s Grand Hustle label. <a href=""https://www.last.fm/music/Iggy+Azalea"">Read more on Last.fm</a>",1567580,49898478,Brooke Candy
Nicole Knight," <a href=""https://www.last.fm/music/Nicole+Knight"">Read more on Last.fm</a>",16,52,no data
Login,"Lazar boamelle <a href=""https://www.last.fm/music/Login"">Read more on Last.fm</a>",19512,344758,50landing
Zella Day,"Zella Day Kerr, known simply as Zella Day, is an American singer, songwriter, and musician from Pinetop-Lakeside, Arizona.

Day began recording music in her early teens, independently releasing her debut album, ""Powered by Love"", in 2009. Following its success, Day worked as a songwriter for BMG and eventually landed a Hollywood Records artist deal. In 2015, Day released her major label debut, ""Kicker"". <a href=""https://www.last.fm/music/Zella+Day"">Read more on Last.fm</a>",691064,10175920,TransViolet
Done lack," <a href=""https://www.last.fm/music/Done+lack"">Read more on Last.fm</a>",401,1584,Aula cold
Train to Mars," <a href=""https://www.last.fm/music/Train+to+Mars"">Read more on Last.fm</a>",5120,23298,TommyMuzzic
Don Blaine," <a href=""https://www.last.fm/music/Don+Blaine"">Read more on Last.fm</a>",8943,46348,Falan Dave
late night drive home,"late night drive home is an indie rock band from El Paso, Texas consisting of lead singer Andre Portillo, guitarist Juan ""Ockz"" Vargas, bassist Freddy Baca, and drummer Brian Dolan. Their music captures everything from the complexity of teenage angst to the beauty of youthful joy. With heartfelt lyrics and a gritty sound, late night drive home brings a refreshing presence into the indie rock scene.

The band began in 2019 as a fun project between Ockz and Andre. <a href=""https://www.last.fm/music/late+night+drive+home"">Read more on Last.fm</a>",361353,6569739,Mind’s Eye
Ella Henderson,"Ella Henderson (born 12 January 1996) is a British singer-songwriter from Lincolnshire, England. She was a contestant on the ninth series of The X Factor  in 2012 and finished in sixth place.

Henderson is a big fan of Amy Winehouse and Frank Sinatra and picked out Olly Murs and Leona Lewis as her favorite X Factor contestants from previous series’ of the show. Henderson confessed that she'd love to sing with Adele or Beyoncé.

Her debut single <a href=""https://www.last.fm/music/Ella+Henderson"">Read more on Last.fm</a>",586308,6900647,Becky Hill
Dawn,"There are several groups going by the name Dawn:
1) a melodic black metal band from Sweden;
2) a gothic metal band from Ireland;
3) a US pop group from the 70s featuring Tony Orlando;
4) a goth-hard rock band from Belgrade, Serbia;
5) a progressive rock band from Switzerland;
6) An art-thrash punk band from Nashville, TN, USA;
7) a death metal band from Germany;
8) a Finnish chiptune musician;
9) a heavy/power metal band from the UK;
10) a post-rock band from Okinawa, Japan; <a href=""https://www.last.fm/music/Dawn"">Read more on Last.fm</a>",124979,1056667,Sacramentum
Madeline The Person," <a href=""https://www.last.fm/music/Madeline+The+Person"">Read more on Last.fm</a>",128963,1097065,no data
Gus Dapperton,"
Gus Dapperton is an indie pop artist from Warwick, New York, United States.

Starting out as a hip-hop producer at the age of 13, Dapperton made the switch to his current sound after a serious hospitalisation and the failure of his laptop. 

Pairing infectious, nostalgia-laden tunes with high-concept filmclips, lauded for their high-concept cinematic execution, has proven to be a recipe for success. Blowing up through 2017, with two EPs dropped, and fans and the press alike taking notice, Dapperton's future looks bright.

 <a href=""https://www.last.fm/music/Gus+Dapperton"">Read more on Last.fm</a>",531447,11281740,Dayglow
Disclosure,"Disclosure are Guy Lawrence and Howard Lawrence, brothers from Surrey, United Kingdom. Crafting their own lo-fi dream-dub sound, Disclosure effortlessly combine 2-step garage rhythms and dubstep basslines with their own rich musical heritage of soul, jazz and 90s hip hop. After their debut single on Moshi-Moshi Records in September 2010, the duo released a 4 track EP on Transparent Records the year after. 2012 saw the release of ""Tenderly/Flow"" and ""The Face"" EP on Greco-Roman. <a href=""https://www.last.fm/music/Disclosure"">Read more on Last.fm</a>",1962516,60663781,AlunaGeorge
Midwife,"Midwife is the moniker of multi-instrumentalist Madeline Johnston, who also records as Sister Grotto. She lives and works in San Miguel, New Mexico by way of Denver, Colorado, where she spent the better half of the past decade developing her experimental pop project. As a self-taught guitarist and recording engineer, Midwife explores dark subject matter in her anthemic, soft-gaze hits. Self-described as “heaven metal,” or emotive music about devastation - catharsis.  <a href=""https://www.last.fm/music/Midwife"">Read more on Last.fm</a>",91397,1500744,Drowse
Sexpop," <a href=""https://www.last.fm/music/Sexpop"">Read more on Last.fm</a>",5709,13304,no data
Justin Bieber,"Justin Drew Bieber (born March 1, 1994 in London, Ontario, Canada) is a Grammy Award winning Canadian pop singer, songwriter, and multi-instrumentalist. Bieber was discovered in 2008 by American talent manager Scooter Braun, who came across Bieber's videos on YouTube and later became his manager. Braun arranged for him to meet with entertainer Usher Raymond in Atlanta, Georgia. Bieber was signed to Raymond Braun Media Group (RBMG), and then to an Island Records recording contract offered by record executive L.A. Reid. <a href=""https://www.last.fm/music/Justin+Bieber"">Read more on Last.fm</a>",3717323,197390471,Zayn
alegra," <a href=""https://www.last.fm/music/alegra"">Read more on Last.fm</a>",9620,31588,Lil Flop
Zac Efron,"Zachary David Alexander Efron (born October 18, 1987 in San Luis Obispo, California, U.S.) is an American actor, singer, and dancer. He began acting professionally in the early 2000s, and became known to young audiences after his roles in the Disney Channel Original Movie High School Musical, the WB series Summerland, and the 2007 film version of the Broadway musical Hairspray. In 2007, before the release of High School Musical 2, Rolling Stone declared him the ""poster boy for tweenyboppers"" and featured him in their late August 2007 issue. <a href=""https://www.last.fm/music/Zac+Efron"">Read more on Last.fm</a>",634313,5947602,Troy
Planet 1999,"Planet 1999 is a French synth-pop band based in London. The group consists of members Caro, Alex, and Charles, who also operate as solo acts under the names caro♡, City Links, and Ultralove, respectively. They were the first band to be signed to the record label PC Music. They also occasionally act as songwriters and record producers for other artists.

Alex described the defining characteristics of their music as a ""minimalistic shoegaze loop with over-processed vocals on top of it. <a href=""https://www.last.fm/music/Planet+1999"">Read more on Last.fm</a>",142506,1819923,caro♡
OneRepublic,"OneRepublic is an American pop-rock band formed in Colorado Springs, Colorado, in 2002. The lineup currently consists of Ryan Tedder (lead vocals, piano), Zach Filkins (lead guitar, viola), Drew Brown (rhythm guitar), Brent Kutzle (bass, cello), Eddie Fisher (drums), and Brian Willett (keyboards, violin).

The band achieved its first commercial success on Myspace as an unsigned act. In late 2002, after OneRepublic played shows throughout the Los Angeles area <a href=""https://www.last.fm/music/OneRepublic"">Read more on Last.fm</a>",3779293,111020303,Imagine Dragons
Kid Kapichi,"Prepare to be left with your mouth open and your heart racing. Hastings four piece, Kid Kapichi's colossal riffs are matched only by their earth shakingly tight and loud live performances that are relentless from beginning to end. To make things worse, their tunes are impossibly infectious with a uniquely crafted sound that takes in QOTSA, The Libertines, Nirvana and The Arctic Monkeys.

Enjoyed repeated organic support from Steve Lamacq and planning to take over the world later this year... or die trying. <a href=""https://www.last.fm/music/Kid+Kapichi"">Read more on Last.fm</a>",76760,1323950,Soft Play
The Chainsmokers,"A production duo featuring Andrew Taggart and Alex Pall, the Chainsmokers mix indie, dance, and pop into a chart-topping sound that spawned hits like ""Roses,"" ""Closer,"" and ""Don't Let Me Down."" Pall and Taggart first made a name for themselves by creating remixes of their favorite indie bands that garnered tens of millions of streams. The duo released its official debut single, ""#Selfie,"" which celebrated and skewered 2010s narcissism, in January 2014. <a href=""https://www.last.fm/music/The+Chainsmokers"">Read more on Last.fm</a>",2158715,65444254,Jonas Blue
Wallows,"Wallows is an American alternative rock band based in Los Angeles composed of Dylan Minnette (guitar and vocals), Braeden Lemasters (guitar and vocals), and Cole Preston (drums and vocals). The band began releasing songs independently in April 2017 starting with ""Pleaser"", which reached number two on the Spotify Global Viral 50 chart.

In April 2017, the band released their first single under the Wallows moniker, ""Pleaser"". The song would eventually <a href=""https://www.last.fm/music/Wallows"">Read more on Last.fm</a>",1599848,85638716,Dayglow
Melanie Martinez,"Melanie Adele Martinez (born April 28th, 1995) is an American singer-songwriter, artist, director, actress, dancer, clothing designer, producer and  photographer. 

Born in Astoria, Queens, and raised in Baldwin, New York, she first participated in the MSG Varsity Talent Show during her junior year of high school and subsequently rose to prominence in 2012 after appearing on the American television vocal talent show The Voice. She auditioned singing <a href=""https://www.last.fm/music/Melanie+Martinez"">Read more on Last.fm</a>",1778575,178942851,Jazmin Bean
Pops Tuna," <a href=""https://www.last.fm/music/Pops+Tuna"">Read more on Last.fm</a>",27620,181688,Neptuna Run
Labrinth,"Timothy Lee McKenzie, better known by his stage name Labrinth, is a British singer, songwriter, rapper and record producer. After initially pursuing a career in music production, Simon Cowell signed him to his record label Syco Music as a recording artist, after which Labrinth became the first singer who Cowell signed without having competed on a talent show in six years. He has been referred to as ""one of the most important British musicians of his generation"". <a href=""https://www.last.fm/music/Labrinth"">Read more on Last.fm</a>",2112580,58566930,Labrinth & Zendaya
The Bedtime Orchestra," <a href=""https://www.last.fm/music/The+Bedtime+Orchestra"">Read more on Last.fm</a>",15366,89633,Alec Dufner
Evelyn Ramos," <a href=""https://www.last.fm/music/Evelyn+Ramos"">Read more on Last.fm</a>",16,24,no data
Workout Music," <a href=""https://www.last.fm/music/Workout+Music"">Read more on Last.fm</a>",10239,97750,Workout Music Tv
Jr Jr,"JR JR (formerly Dale Earnhardt Jr. Jr.) are an American indie-pop band from Detroit, Michigan, consisting of Daniel Zott and Joshua Epstein. Zott and Epstein met each other while playing in other Detroit music projects and began recording in Zott’s basement in Royal Oak, Michigan.

JR JR was formed in late 2009 by members Joshua Epstein and Daniel Zott. The band also includes drummer Mike Higgins and the group’s newest addition, keyboardist Jon Visger. <a href=""https://www.last.fm/music/Jr+Jr"">Read more on Last.fm</a>",217221,1822401,Ra Ra Riot
Bebe Rexha,"Bleta Rexha, known professionally as Bebe Rexha, is an American singer and songwriter. After signing with Warner Records in 2013, Rexha received songwriting credits on Eminem's single ""The Monster"" and has also contributed songwriting to songs recorded by Shinee, Selena Gomez and Nick Jonas. Rexha released her debut EP in 2015, I Don't Wanna Grow Up, which saw the moderate commercial success of the singles ""I Can't Stop Drinking About You"" and ""I'm Gonna Show You Crazy"". <a href=""https://www.last.fm/music/Bebe+Rexha"">Read more on Last.fm</a>",1196802,32126886,Rita Ora
Movie Sounds Unlimited," <a href=""https://www.last.fm/music/Movie+Sounds+Unlimited"">Read more on Last.fm</a>",171386,1247632,Алан Сильвестри
Cardi B,"Belcalis Marlenis Almánzar (born October 11, 1992), known professionally as Cardi B, is an American rapper and songwriter. Born and raised in New York City, she became an Internet celebrity by achieving popularity on Vine and Instagram. From 2015 to 2017, she appeared as a regular cast member on the VH1 reality television series Love & Hip Hop: New York, which depicted her pursuit of her music aspirations. She released two mixtapes—Gangsta Bitch Music, Vol. 1 and Vol. 2, before signing with label Atlantic Records in early 2017. <a href=""https://www.last.fm/music/Cardi+B"">Read more on Last.fm</a>",1837477,55313435,Latto
Variation 5," <a href=""https://www.last.fm/music/Variation+5"">Read more on Last.fm</a>",373,1086,Geeno Smith
Zedd,"Anton Zaslavski (September 2, 1989 in Saratov, Russian SFSR, Soviet Union (present-day Russia))  better known as Zedd is a Grammy-award winning electro-house DJ and record producer from Kaiserslautern, Germany. He was surrounded by a family of musicians, he began playing the piano at the age of four. After several years of learning to master the piano, Anton began playing the drums in a band, and composed and produced numerous rocksongs in his band's own studio. <a href=""https://www.last.fm/music/Zedd"">Read more on Last.fm</a>",2056602,45940128,Martin Garrix
Jaden,"Jaden Christopher Syre Smith (born July 8, 1998) is an American actor, rapper, singer and songwriter. He is the son of Jada Pinkett Smith and Will Smith. Jaden Smith's first movie role was with his father in the 2006 film The Pursuit of Happyness. He also acted in the 2008 remake of The Day the Earth Stood Still and the 2010 remake of The Karate Kid, and was in the 2013 film After Earth with his father.
Smith released his debut album, Syre in late 2017. <a href=""https://www.last.fm/music/Jaden"">Read more on Last.fm</a>",994415,40021270,Aminé
Lei,"Lei is a 18 year old artist from New York and is a member of the collective 2k3.

#y3s! <a href=""https://www.last.fm/music/Lei"">Read more on Last.fm</a>",27469,987921,Lieu
POP ETC,"POP ETC is an American indie band from Berkeley, California. The band was formerly known as The Morning Benders. 

As The Morning Benders the band released a number of EPs and two full-length albums: Talking Through Tin Cans (2008) and Big Echo (2010). 

On March 25, 2012, the band posted on Facebook and Twitter that the band's name would be changed to POP ETC. Their first album under the new name is the self-titled POP ETC (2012).

The band consists of Julian Harmon, Tim Or, Jonathan Chu and Christopher Chu.

Website: www.popetcetera.com <a href=""https://www.last.fm/music/POP+ETC"">Read more on Last.fm</a>",128140,886932,Imperial Mammoth
Pop Smoke,"Bashar Barakah Jackson (July 20, 1999 – February 19, 2020), known professionally as Pop Smoke, was an American rapper and actor from Canarsie, Brooklyn, New York. He started his musical career in late 2018 with his debut single ""MPR (Panic Part 3 Remix)"", and rose to fame with the release of his breakout singles ""Welcome to the Party"" and ""Dior"" in 2019. His style of rap was heavily influenced by 50 Cent, DMX, and Meek Mill and was characterized by a signature and distinguishable drill-style rap, the style typically seen in the UK rap scene. <a href=""https://www.last.fm/music/Pop+Smoke"">Read more on Last.fm</a>",1270061,109723935,DUSTY LOCANE
Yeah Yeah Yeahs,"Yeah Yeah Yeahs is an American rock band formed in New York City in 2000. The group is composed of vocalist Karen O, guitarist Nick Zinner, and drummer Brian Chase. The band has recorded five studio albums; originally signed to independent Touch and Go Records, their first four albums were released by major record label Interscope. The first, Fever to Tell, was released in 2003. The second, Show Your Bones, was released in 2006 and was named the second best album of the year by NME. <a href=""https://www.last.fm/music/Yeah+Yeah+Yeahs"">Read more on Last.fm</a>",3408264,108672658,The Kills
Will Berger," <a href=""https://www.last.fm/music/Will+Berger"">Read more on Last.fm</a>",2141,13843,Andrés Galván
Ed Sheeran,"Edward Christopher ""Ed"" Sheeran MBE (born 17 February 1991) is a singer songwriter currently signed under Atlantic (WMG).  Ed Sheeran was born in Halifax, West Yorkshire before moving to Framlingham, Suffolk. In his time in Suffolk, he was known to have flourished as a hidden talent when it came to music. He learned guitar at a very young age, and began writing songs during his time at Thomas Mills High School in Framlingham. By the time Sheeran had left school <a href=""https://www.last.fm/music/Ed+Sheeran"">Read more on Last.fm</a>",3455679,200670855,Lewis Capaldi
Alex Mills,"Emerging British Singer/Songwriter, Alex Mills has been singing from the tender age of eight and has an extremely unique vocal style. She cites influence from Etta James, Ray Charles and Chaka Chan. She has worked with urban all stars Roll Deep and prolific House Music producers the Audiowhores and coming underground labels such as Berwick St.Records, Osiris and Blowineast.

 Alex has just completed her album and is signed to the independent record label Brownpunk (owned by Island Records impresario Chris Blackwell and Tricky). <a href=""https://www.last.fm/music/Alex+Mills"">Read more on Last.fm</a>",26516,100414,Mike Mago
All-4-One,"All-4-One is a male soul and rnb group, best known for their hit single ""I Swear"" from their self-titled 1994 debut album. ""I Swear,"" a remake of the country hit from John Michael Montgomery, won the 1995 Grammy Award for Best Pop Performance By A Duo Or Group With Vocal and enjoyed an eleven-week run at #1 on the Billboard Hot 100 as well as a seven-week run at #2 in the U.K. Praised for their four-part harmonies and smooth sound, they had their most success in the 90s. <a href=""https://www.last.fm/music/All-4-One"">Read more on Last.fm</a>",322719,1692450,K-Ci & JoJo
Pierre Colin,"Pierre Colin (fl. 1539–1569) was a French composer active at the Cathedral of Autin between about 1539 and 1569, as maistre des enfants and organist. Chiefly a composer of sacred music, seven chansons are ascribed to him in the publications of Attaingnant and Du Chemin. Text of “Comment, mon cueur”apparently from G. d’Aurigny’s Tuteur d’amour of 1546. William C. Lengefeld, “Colin, Pierre,” New Grove 2, VI, 106-07. <a href=""https://www.last.fm/music/Pierre+Colin"">Read more on Last.fm</a>",24,84,Antoine Cartier
Lilly Gray," <a href=""https://www.last.fm/music/Lilly+Gray"">Read more on Last.fm</a>",495,1941,Don Blaine
Anne-Marie,"Essex, England-born Anne-Marie Nicholson was no stranger to performing by the time her debut EP dropped in 2015, having shared the stage as a 12-year-old with none other than Jessie J in a West End production of Whistle Down the Wind. She also auditioned for Les Misérables without telling her parents, and was offered a part. It was a risk that paid off, as it served to open her parents' eyes to her singing ability. Aside from West End commitments <a href=""https://www.last.fm/music/Anne-Marie"">Read more on Last.fm</a>",977876,17124573,Rita Ora
Olly Alexander (Years & Years),"Oliver Alexander Thornton (born 15 July 1990), known professionally as Olly Alexander, is an English singer, actor and LGBT activist.

He rose to prominence as the lead singer of the pop band Years & Years, who achieved two number-one albums on the UK Albums Chart, a number-one single, and five top ten entries on the UK Singles Chart. Between 2021 and 2023, he continued to release music under the name until their dissolution in 2024.

Alexander represented the United Kingdom in the Eurovision Song Contest 2024 in Malmö <a href=""https://www.last.fm/music/Olly+Alexander+(Years+&+Years)"">Read more on Last.fm</a>",324664,3333901,Mustii
Nova,"There are at least 20 different bands named Nova:

1. A Finnish progressive rock group.
2. A Finnish rap artist
3. A Dutch electronic music group
4. A French pop rock band. 
5. An Italian gothic/neo-folk group.
6. An Italian progressive rock/jazz fusion group.
7. An American jazz fusion group.
8. A Swedish dance (lindyhop/foxtrot etc) band
9. A Russian pop rock group.
10. An alias of electronic music producer L-Vee (aka Airwave)
11. An American alternative rock band. <a href=""https://www.last.fm/music/Nova"">Read more on Last.fm</a>",408044,4780973,Tevomxntana
Mabel,"Mabel Alabama Pearl McVey (born on 19 February 1996 in Málaga, Spain) is a British singer and songwriter. She is the daughter of Swedish hit singer Neneh Cherry and British hit producer Cameron McVey. At age fifteen, Mabel enrolled at the Stockholm music school Rytmus Musikergymnasiet, a music high school, where she took a three-year course in songwriting, production and music theory.

Mabel released her debut single ""Know Me Better"" in July 2015, which caught the attention of BBC Radio 1 DJ Annie Mac, who made the song her Tune of the Week. <a href=""https://www.last.fm/music/Mabel"">Read more on Last.fm</a>",617460,11660193,Rita Ora
Selena Gomez,"Selena Marie Gomez (born July 22, 1992 in Grand Prairie, TX) is an American singer, actress and film producer. Gomez began her acting career on the children's television series Barney & Friends (2002–2004). As a teenager, she rose to prominence for starring as Alex Russo on the Disney Channel television series Wizards of Waverly Place (2007–2012). Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009) <a href=""https://www.last.fm/music/Selena+Gomez"">Read more on Last.fm</a>",2421708,150556157,Selena Gomez & the Scene
B.o.B,"Bobby Ray Simmons (born November 15, 1988 in Decatur, Georgia, USA), better known by his stage name B.o.B, is a Grammy Award-nominated American rapper, singer, producer and conspiracy theorist, signed to T.I.'s Grand Hustle Label and Atlantic Records. In 2007 he released his debut EP, Eastside, and has since released another EP, 12th Dimension, and five mixtapes. His debut album, B.o.B Presents The Adventures of Bobby Ray, was released in April 2010 and debuted at #1 on the Billboard 200. <a href=""https://www.last.fm/music/B.o.B"">Read more on Last.fm</a>",2645452,37200633,Flo Rida
Janelle Monáe,"Janelle Monáe (born Janelle Monáe Robinson on December 1, 1985 in Kansas City, Kansas) is an American singer, songwriter, dancer, producer, actor and performer.

They moved to New York to study theatre at the American Musical and Dramatic Academy. Their original plan was to pursue a career on Broadway, but they soon changed their mind and returned to music. After moving to Atlanta, Georgia in 2003,  Monáe founded the Wondaland Arts Society with like-minded young artists <a href=""https://www.last.fm/music/+noredirect/Janelle+Mon%C3%A1e"">Read more on Last.fm</a>",1145697,45565652,Solange
Piano Project," <a href=""https://www.last.fm/music/Piano+Project"">Read more on Last.fm</a>",15647,97979,Andy Feldman
Shura,"There are two artists going by the name of Shura.

1) The Russian dance/pop singer Alexander Medvedev, born on May 20 1975 in Novosibirsk (correct tag Шура). He is a self-made artist who never studied music professionally acquiring his experience at the local restaurant in Novosibirsk where he had been singing since the age of 13. 

 After completing the designer studies in the city of Riga, Latvia, he moved to Moscow to pursue music career under the pretence of being a foreign pop star. <a href=""https://www.last.fm/music/Shura"">Read more on Last.fm</a>",405262,6165919,Broods
David Smets," <a href=""https://www.last.fm/music/David+Smets"">Read more on Last.fm</a>",35,65,no data
Panic! at the Disco,"Panic! at the Disco were an American pop rock band from Las Vegas, Nevada, formed in 2004 by childhood friends Ryan Ross, Spencer Smith, Brent Wilson, and Brendon Urie. Following several lineup changes, Panic! began operating as the solo project of frontman Urie from 2015 until the project's discontinuation in 2023.

Panic! at the Disco recorded their first demos while they were in high school. Shortly after, the band recorded and released their debut studio album, A Fever You Can't Sweat Out (2005). <a href=""https://www.last.fm/music/Panic%21+at+the+Disco"">Read more on Last.fm</a>",3796620,227907483,Fall Out Boy
Imagine Dragons,"Imagine Dragons are a pop band which formed in 2008 in Las Vegas, Nevada, United States. The band consists of Dan Reynolds (vocals), Wayne Sermon (guitar) and Ben McKee (bass) . The band released four EPs - ""Imagine Dragons"" (2009), ""Hell and Silence"" (2010), ""It's Time"" (2011) and ""Continued Silence"" (2012) - before releasing their debut full length album ""Night Visions"" on 4 September 2012.

The band's single ""It's Time"", which previously appeared on the ""It's Time"" and ""Continued Silence"" EPs in addition to appearing on ""Night Visions"" <a href=""https://www.last.fm/music/Imagine+Dragons"">Read more on Last.fm</a>",3381991,198613561,OneRepublic
Cobra Starship,"Cobra Starship was an American pop band created by former Midtown bassist and lead vocalist Gabe Saporta in 2003 in New York City. Other members were guitarist Ryland Blackinton, bassist Alex Suarez, drummer Nate Novarro, and keytarist Victoria Asher, all of whom provided backing vocals. The group released their debut album,  While the City Sleeps, We Rule the Streets in 2006, which they followed with ¡Viva la Cobra! in 2007. They then released Hot Mess in 2009. <a href=""https://www.last.fm/music/Cobra+Starship"">Read more on Last.fm</a>",1413834,32115438,The Academy Is...
The Goondock Saint,"The Goondock Saint is a synthwave producer from Münster, Germany. <a href=""https://www.last.fm/music/The+Goondock+Saint"">Read more on Last.fm</a>",4829,19369,Slvmber
DJ ReMix Factory," <a href=""https://www.last.fm/music/DJ+ReMix+Factory"">Read more on Last.fm</a>",18192,96469,Lingyi
2022 Hit Songs Music Mix," <a href=""https://www.last.fm/music/2022+Hit+Songs+Music+Mix"">Read more on Last.fm</a>",563,1554,Gaming Music 2022
Jaymes Young,"Jaymes Young is a 31-year-old Los Angeles singer-songwriter born and raised in Seattle.
 
Released in May, 2013, Young’s Dark Star EP received immediate label interest and blog acclaim upon its release – being featured by the likes of Nylon Magazine, Earmilk, and Noisey, as well as topping the #1 spot numerous times on Hype Machine’s “Most Popular Tracks” list.

Having just finished a North America & UK tour this fall with British indie pop trio London Grammar <a href=""https://www.last.fm/music/Jaymes+Young"">Read more on Last.fm</a>",900534,14214108,Ruelle
Lizzo,"Melissa Jefferson (born April 27, 1988 in Detroit, Michigan, U.S.), known professionally as Lizzo, is an American rapper and singer. She is a founding member of indie hip hop groups The Chalice, Grrrl Prty, The Clerb, Ellypseas, and Absynthe. Her debut album, Lizzobangers, was released in 2013. In 2015, she released her sophomore album, Big Grrrl Small World.

Born in Detroit in the late 80’s, Lizzo spent much of her formative years in the church <a href=""https://www.last.fm/music/Lizzo"">Read more on Last.fm</a>",1464686,47213310,Chlöe
Julia Michaels,"Julia Carin Cavazos (born November 13, 1993 in Davenport, Iowa), known by her stage name Julia Michaels, is an American singer and songwriter. She has written several popular songs that have been recorded by the likes of Selena Gomez, Demi Lovato, Fifth Harmony, Shawn Mendes, Britney Spears, Justin Bieber, Hailee Steinfeld, and Gwen Stefani. 

In 2017, she decided to try singing her own songs and released her debut single Issues. The song peaked at number 11 on the Billboard Chart <a href=""https://www.last.fm/music/Julia+Michaels"">Read more on Last.fm</a>",971027,18385554,Hailee Steinfeld
Jason Derulo,"This is an incorrect tag for Jason Derülo. If you have last.fm Autocorrection turned on, your scrobbles will automatically redirect to the correct artist name. Otherwise, please fix your artist ID3 tags. <a href=""https://www.last.fm/music/+noredirect/Jason+Derulo"">Read more on Last.fm</a>",1357902,20553190,no data
